/app/Repos/pandas/bench/io_roundtrip.py,99,109,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any],/app/Repos/pandas/bench/serialize.py,76,85,pandas_roundtrip,None,[filename:Any;dma1:Any;dma2:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,1575,1592,test_getitem_setitem_ix_duplicates,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_indexing.py,102,218,test_dups_fancy_indexing,None,[self:Any]
/app/Repos/pandas/pandas/tests/computation/test_eval.py,1212,1218,test_lhs_expression_subscript,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_indexing.py,102,218,test_dups_fancy_indexing,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,2032,2071,test_getitem_ix_float_duplicates,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_ix.py,327,334,test_ix_duplicate_returns_series,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_constructors.py,1040,1045,test_constructor_tuples,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_indexing.py,484,526,test_astype_assignment,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_missing.py,513,523,test_fill_value_when_combine_const,None,[self:Any],/app/Repos/pandas/pandas/tests/sparse/test_series.py,815,823,test_fill_value_when_combine_const,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_converter.py,96,114,test_conversion_outofbounds_datetime,None,[self:Any],/app/Repos/pandas/pandas/tests/plotting/test_datetimelike.py,1266,1274,test_plot_outofbounds_datetime,None,[self:Any]
/app/Repos/pandas/pandas/tests/groupby/test_whitelist.py,104,113,df,None,[],/app/Repos/pandas/pandas/tests/sparse/test_groupby.py,9,20,setUp,None,[self:Any]
/app/Repos/pandas/pandas/tests/groupby/test_filters.py,27,67,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/sparse/test_groupby.py,9,20,setUp,None,[self:Any]
/app/Repos/pandas/pandas/tests/computation/test_eval.py,203,213,check_equal,None,[self:Any;result:Any;expected:Any],/app/Repos/pandas/pandas/tests/test_base.py,188,234,check_ops_properties,None,[self:Any;props:Any;filter:Any;ignore_failures:Any]
/app/Repos/pandas/pandas/tests/frame/test_block_internals.py,276,301,test_constructor_compound_dtypes,None,[self:Any],/app/Repos/pandas/pandas/tests/test_generic.py,250,266,test_constructor_compound_dtypes,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_constructors.py,795,813,test_constructor_empty_list,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_partial.py,175,217,test_partial_setting_mixed_dtype,None,[self:Any]
/app/Repos/pandas/pandas/tests/computation/test_eval.py,1875,1881,test_validate_bool_args,None,[self:Any],/app/Repos/pandas/pandas/tests/test_base.py,976,984,test_validate_bool_args,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_constructors.py,795,813,test_constructor_empty_list,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_partial.py,419,520,test_partial_set_empty_frame,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_period.py,47,122,test_frame_to_time_stamp,None,[self:Any],/app/Repos/pandas/pandas/tests/indexes/period/test_tools.py,184,225,test_to_timestamp,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,1881,1897,test_nested_exception,None,[self:Any],/app/Repos/pandas/pandas/tests/indexes/test_range.py,743,749,test_print_unicode_columns,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,1881,1897,test_nested_exception,None,[self:Any],/app/Repos/pandas/pandas/tests/indexes/test_base.py,2048,2054,test_print_unicode_columns,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_constructors.py,1040,1045,test_constructor_tuples,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_categorical.py,102,185,test_loc_listlike_dtypes,None,[self:Any]
/app/Repos/pandas/pandas/tests/computation/test_eval.py,1875,1881,test_validate_bool_args,None,[self:Any],/app/Repos/pandas/pandas/tests/test_internals.py,857,866,test_validate_bool_args,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_resample.py,2802,2809,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3041,3046,setUp,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_resample.py,2854,2868,test_getitem,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3057,3075,test_getitem,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_resample.py,2887,2927,test_methods,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3089,3108,test_rolling,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_resample.py,2887,2927,test_methods,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3127,3136,test_rolling_apply,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_resample.py,2887,2927,test_methods,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3136,3155,test_expanding,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_resample.py,2887,2927,test_methods,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3174,3184,test_expanding_apply,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_constructors.py,1040,1045,test_constructor_tuples,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3613,3640,test_regular_min,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_constructors.py,1040,1045,test_constructor_tuples,None,[self:Any],/app/Repos/pandas/pandas/tests/test_window.py,3675,3694,test_ragged_max,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,2641,2673,test_where_align,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_indexing.py,2643,2651,create,None,[]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,74,90,test_corr_nooverlap,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,90,101,test_corr_constant,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,490,513,test_cummin,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,594,617,test_cumsum,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,513,536,test_cummax,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,594,617,test_cumsum,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,544,568,test_var_std,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,646,664,test_sem,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,989,1003,test_idxmin,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1003,1020,test_idxmax,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,2785,2806,test_where_callable,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_indexing.py,2842,2863,test_mask_callable,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_indexing.py,2955,2967,test_set_reset,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_indexing.py,3009,3021,test_set_reset,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1429,1500,test_drop_duplicates_NA,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1500,1534,test_drop_duplicates_NA_for_take_all,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1811,1835,test_clip_against_series,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1835,1852,test_clip_against_frame,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1368,1402,test_drop_duplicates_for_take_all,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1500,1534,test_drop_duplicates_NA_for_take_all,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_asof.py,13,19,setUp,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_asof.py,38,64,test_subset,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,478,486,test_median,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,958,969,test_median_corner,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,26,47,test_ints,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,47,60,test_strings,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1273,1368,test_drop_duplicates,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1402,1429,test_drop_duplicates_tuple,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1368,1402,test_drop_duplicates_for_take_all,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1402,1429,test_drop_duplicates_tuple,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1402,1429,test_drop_duplicates_tuple,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1429,1500,test_drop_duplicates_NA,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1604,1727,test_round,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1766,1783,test_built_in_round,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,927,944,test_group_var_generic_1d,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,944,960,test_group_var_generic_1d_flat_labels,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,994,1009,test_group_var_constant,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1016,1032,test_group_var_large_inputs,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1061,1086,test_vector_resize,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1065,1073,_test_vector_resize,None,[htable:Any;uniques:Any;dtype:Any;nvals:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1129,1136,test_basic,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1136,1143,test_uint64_overflow,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1368,1402,test_drop_duplicates_for_take_all,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1429,1500,test_drop_duplicates_NA,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,792,798,testCall,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,818,842,testRollback1,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1196,1214,test_backfill,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1214,1232,test_pad,None,[self:Any]
/app/Repos/pandas/pandas/tests/groupby/test_timegrouper.py,57,86,test_groupby_with_timegrouper_methods,None,[self:Any],/app/Repos/pandas/pandas/tests/groupby/test_timegrouper.py,86,272,test_timegrouper_with_reg_groups,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,156,180,test_binops_level,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,157,175,_check_op,None,[opname:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,514,549,test_xs_level_multiple,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,549,564,test_xs_level0,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,961,969,test_stack_unstack_preserve_names,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,984,1011,test_stack_unstack_multiple,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,699,785,_check_stat_op,None,[self:Any;name:Any;alternative:Any;frame:Any;has_skipna:Any;has_numeric_only:Any;check_dtype:Any;check_dates:Any;check_less_precise:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1050,1126,_check_bool_op,None,[self:Any;name:Any;alternative:Any;frame:Any;has_skipna:Any;has_bool_only:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,658,672,test_categorical,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,672,700,test_categorical_nans,None,[self:Any]
/app/Repos/pandas/pandas/tests/groupby/test_timegrouper.py,396,439,test_groupby_groups_datetimeindex_tz,None,[self:Any],/app/Repos/pandas/pandas/tests/groupby/test_timegrouper.py,485,525,test_groupby_groups_periods,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,927,944,test_group_var_generic_1d,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,960,975,test_group_var_generic_2d_all_finite,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,322,335,test_apply,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,335,378,test_rollforward,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_config.py,136,149,test_get_option,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,233,249,test_reset_option_all,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,1648,1667,test_mixed_depth_get,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1733,1756,test_mixed_depth_pop,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,944,960,test_group_var_generic_1d_flat_labels,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,960,975,test_group_var_generic_2d_all_finite,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,340,364,test_datetime64_dtype_array_returned,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,364,383,test_timedelta64_dtype_array_returned,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,1667,1682,test_mixed_depth_insert,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1733,1756,test_mixed_depth_pop,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_config.py,149,168,test_set_option,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,233,249,test_reset_option_all,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_config.py,177,192,test_set_option_multiple,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,233,249,test_reset_option_all,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,383,388,test_uint64_overflow,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1056,1061,test_get_unique,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1113,1129,test_scipy_compat,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1117,1126,_check,None,[arr:Any]
/app/Repos/pandas/pandas/tests/test_config.py,214,233,test_reset_option,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,233,249,test_reset_option_all,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1042,1049,test_lookup_nan,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1049,1056,test_lookup_overflow,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,1365,1375,test_series_group_min_max,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1375,1408,test_frame_group_ops,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,137,156,test_reindex_level,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1447,1456,test_frame_series_agg_multiple_levels,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,738,766,test_count_level,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,739,747,_check_counts,None,[frame:Any;axis:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,593,609,test_getitem_toplevel,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,2435,2443,test_getitem_slice_not_sorted,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,1648,1667,test_mixed_depth_get,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,1667,1682,test_mixed_depth_insert,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3339,3353,test_get_target_month_end,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3353,3387,test_get_year_end,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_config.py,136,149,test_get_option,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,149,168,test_set_option,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_multilevel.py,593,609,test_getitem_toplevel,None,[self:Any],/app/Repos/pandas/pandas/tests/test_multilevel.py,2467,2488,test_frame_getitem_not_sorted,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,50,116,test_regex_replace_scalar,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,116,235,test_regex_replace_scalar_inplace,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,403,459,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,459,476,test_regex_replace_dict_nested,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,235,277,test_regex_replace_list_obj,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,277,325,test_regex_replace_list_obj_inplace,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1402,1429,test_drop_duplicates_tuple,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_analytics.py,1534,1604,test_drop_duplicates_inplace,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,589,596,testSub,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,1501,1508,testSub,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,801,808,testSub,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,1501,1508,testSub,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4783,4788,test_month_end_index_creation,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4788,4793,test_bmonth_end_index_creation,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4755,4767,run_X_index_creation,None,[self:Any;cls:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4788,4793,test_bmonth_end_index_creation,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4914,4924,test_springforward_plural,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4924,4933,test_fallback_singular,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4898,4914,test_fallback_plural,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4924,4933,test_fallback_singular,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_analytics.py,664,675,test_skew,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,65,81,test_skew,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3387,3453,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3728,3789,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_panel4d.py,438,469,test_comparisons,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,446,461,test_comp,None,[func:Any]
/app/Repos/pandas/pandas/tests/test_panel4d.py,571,581,test_get_value,None,[self:Any],/app/Repos/pandas/pandas/tests/test_panel4d.py,581,606,test_set_value,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,886,928,test_normalize,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,1558,1602,test_normalize,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,403,459,test_regex_replace_dict_mixed,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,527,543,test_regex_replace_series_of_regexes,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2142,2149,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3728,3789,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,459,476,test_regex_replace_dict_nested,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,527,543,test_regex_replace_series_of_regexes,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2558,2566,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3728,3789,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2673,2682,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3728,3789,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,497,512,test_regex_replace_str_to_numeric,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,527,543,test_regex_replace_series_of_regexes,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2493,2503,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3728,3789,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/frame/test_replace.py,512,527,test_regex_replace_regex_list_to_numeric,None,[self:Any],/app/Repos/pandas/pandas/tests/frame/test_replace.py,527,543,test_regex_replace_series_of_regexes,None,[self:Any]
/app/Repos/pandas/pandas/tests/groupby/test_timegrouper.py,326,344,test_timegrouper_apply_return_type_series,None,[self:Any],/app/Repos/pandas/pandas/tests/groupby/test_timegrouper.py,344,362,test_timegrouper_apply_return_type_value,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2142,2149,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3387,3453,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3728,3789,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2558,2566,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2673,2682,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3199,3235,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3587,3660,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3966,4028,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4154,4167,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3199,3235,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3966,4028,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2493,2503,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3966,4028,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2142,2149,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3966,4028,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2558,2566,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3966,4028,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2673,2682,test_onOffset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,3966,4028,test_onOffset,None,[self:Any]
/app/Repos/pandas/pandas/tests/io/test_pytables.py,1882,1892,test_pass_spec_to_storer,None,[self:Any],/app/Repos/pandas/pandas/tests/io/test_pytables.py,3682,3733,test_frame_select_complex,None,[self:Any]
/app/Repos/pandas/pandas/tests/io/test_pytables.py,4051,4069,test_append_to_multiple_dropna,None,[self:Any],/app/Repos/pandas/pandas/tests/io/test_pytables.py,4069,4091,test_append_to_multiple_dropna_false,None,[self:Any]
/app/Repos/pandas/pandas/tests/io/test_pytables.py,4254,4265,_check_roundtrip,None,[self:Any;obj:Any;comparator:Any;compression:Any;**kwargs:Any],/app/Repos/pandas/pandas/tests/io/test_pytables.py,4279,4290,_check_roundtrip_table,None,[self:Any;obj:Any;comparator:Any;compression:Any]
/app/Repos/pandas/pandas/tests/io/test_pytables.py,4265,4279,_check_double_roundtrip,None,[self:Any;obj:Any;comparator:Any;compression:Any;**kwargs:Any],/app/Repos/pandas/pandas/tests/io/test_pytables.py,4279,4290,_check_roundtrip_table,None,[self:Any;obj:Any;comparator:Any;compression:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,383,388,test_uint64_overflow,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1463,1472,test_uint64_overflow,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1056,1061,test_get_unique,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1463,1472,test_uint64_overflow,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_algos.py,1136,1143,test_uint64_overflow,None,[self:Any],/app/Repos/pandas/pandas/tests/test_algos.py,1463,1472,test_uint64_overflow,None,[self:Any]
/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,2617,2666,test_offset,None,[self:Any],/app/Repos/pandas/pandas/tests/tseries/test_offsets.py,4261,4294,test_offset,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_config.py,136,149,test_get_option,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,214,233,test_reset_option,None,[self:Any]
/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,85,108,test_setitem_series_int64,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,367,387,test_insert_index_int64,None,[self:Any]
/app/Repos/pandas/pandas/tests/test_config.py,149,168,test_set_option,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,214,233,test_reset_option,None,[self:Any]
/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,108,129,test_setitem_series_float64,None,[self:Any],/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,627,667,_where_float64_common,None,[self:Any;klass:Any]
/app/Repos/pandas/pandas/tests/test_config.py,177,192,test_set_option_multiple,None,[self:Any],/app/Repos/pandas/pandas/tests/test_config.py,214,233,test_reset_option,None,[self:Any]
/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,528,575,_where_object_common,None,[self:Any;klass:Any],/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,627,667,_where_float64_common,None,[self:Any;klass:Any]
/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,581,621,_where_int64_common,None,[self:Any;klass:Any],/app/Repos/pandas/pandas/tests/indexing/test_coercion.py,627,667,_where_float64_common,None,[self:Any;klass:Any]
/app/Repos/pandas/pandas/tests/io/test_pytables.py,4944,4958,test_read_nokey,None,[self:Any],/app/Repos/pandas/pandas/tests/io/test_pytables.py,4958,4970,test_read_nokey_table,None,[self:Any]
